epoch,train_loss,seconds
1,0.21744615816779533,17.450261792000674
2,0.17295127818318023,17.59991579200141
3,0.16025327976299308,17.815607499996986
4,0.1515213122413926,17.8894540830006
5,0.1442717965598584,18.327405250001902
6,0.13671962494276588,21.946555499998794
