epoch,train_loss,valid_loss,f1_quality,f1_defects_weighted,f1_final,good_rejected,bad_accepted,weighted_ap,seconds,name,seed
8,0.1220581902009806,0.1674384990749904,0.5558194774346793,0.6430187738021519,11.988382512368313,66,121,0.7276236328896607,19.35647262500061,patch_only336,42
9,0.1143871026179486,0.1733202139099048,0.5768321513002365,0.6452127569920907,12.22044908292327,61,118,0.7177101897389181,19.47579570800008,patch_only336,42
10,0.1053014751852499,0.1810572571570621,0.5671641791044776,0.6418671814936833,12.090313605981608,50,153,0.7202760022939697,19.48976924999988,patch_only336,42
11,0.0991843917226826,0.1862432203570621,0.5613079019073569,0.6456828505351773,12.069907524425345,80,81,0.7115621054551927,19.371908958999484,patch_only336,42
12,0.0892045625407375,0.1962264740231114,0.5671641791044776,0.6477765563526456,12.149407354571233,69,105,0.7109368497759652,19.438617125000743,patch_only336,42
13,0.0831383861779713,0.1989893967527183,0.5870646766169154,0.6468159240017561,12.338806006186717,65,101,0.7103781235691454,19.442782249998345,patch_only336,42
14,0.07423954881032,0.2136795665348168,0.581081081081081,0.6378473399265583,12.189284210076394,54,132,0.7126258796871071,19.41826933399898,patch_only336,42
15,0.0685214147247866,0.2323994888367373,0.5773672055427251,0.6334458873260836,12.108130928688087,58,125,0.7092281397293776,19.547444124998947,patch_only336,42
16,0.0621065912782975,0.2279539405640816,0.5831325301204819,0.6522524967590564,12.353850268795384,62,111,0.7058412122915751,19.519372333999858,patch_only336,42
17,0.055873120474478,0.2407223360564075,0.5892857142857143,0.6403994619198239,12.29685176205538,51,133,0.704136299070274,19.42785933400046,patch_only336,42
18,0.0498769050280947,0.2666124282300238,0.5630630630630631,0.6366355806197531,11.99698643682816,58,136,0.7058736573390013,17.33212045899927,patch_only336,42
19,0.0451755189749401,0.2816878243741577,0.5497630331753555,0.641145671940785,11.909087051161404,67,123,0.6953134628212974,16.26043424999989,patch_only336,42
20,0.0399437233256009,0.294230383642145,0.5688073394495413,0.6378618068105922,12.066691462601336,59,129,0.6945280346664267,17.287446457999977,patch_only336,42
1,0.2307725390807496,0.1942394989304961,0.420545746388443,0.530182333214311,9.50728079602754,52,309,0.6497786836646046,1.822046874996886,global224,17
2,0.1911590822267282,0.1838759833985791,0.4631578947368421,0.5707505975743932,10.339084923112352,51,255,0.6680956177259989,1.630331333999493,global224,17
3,0.1794294013379444,0.1783205108662529,0.457990115321252,0.5387315780400055,9.967216933612574,44,285,0.6777161589533188,1.6670287500019183,global224,17
4,0.1730271762843531,0.175055152305624,0.4939130434782608,0.5752953932255526,10.692084367038134,41,250,0.6824815727237012,1.672283584000979,global224,17
5,0.1659062392237298,0.1769833696686573,0.4858044164037854,0.5745038865086545,10.6030830291244,29,297,0.6853496889152105,1.6603834169982292,global224,17
6,0.1591998369024374,0.1724749549568697,0.5125448028673835,0.5941822228120797,11.067270256794632,40,232,0.6923724084518448,1.6466536660009297,global224,17
7,0.1528186924747771,0.1772590822006369,0.5008025682182986,0.5790964762647263,10.798990444830247,27,284,0.6931942314588311,1.6318672500019602,global224,17
8,0.1465641878635003,0.1754672674485579,0.4973166368515205,0.5863708000335077,10.836874368850282,44,237,0.6921548614486218,1.6827363750016957,global224,17
9,0.1420422654727678,0.1786204472932356,0.5080500894454383,0.589992235917961,10.980423253633994,41,234,0.6894121851255569,1.6666413329985517,global224,17
10,0.1347259901448382,0.1739239691004593,0.5133079847908745,0.6113217787659551,11.246297635568292,48,208,0.6915823052785549,1.6920848749978177,global224,17
11,0.1298744053467718,0.1803969526468585,0.5,0.5928713880278851,10.92871388027885,43,237,0.6938773068591783,1.6636986659977993,global224,17
12,0.125047616562294,0.1800534436424656,0.5222672064777328,0.6003298255391519,11.225970320168848,54,182,0.6970282658989772,1.635437583001476,global224,17
13,0.1196644262017691,0.1824418132399914,0.5054945054945055,0.5859145460724492,10.914090515669548,45,225,0.6906435159179244,1.664028541999869,global224,17
14,0.112977916537077,0.1839162123970157,0.5218978102189781,0.6039023991262147,11.258002093451926,40,222,0.6914140997977286,1.6783709579976858,global224,17
15,0.1112458718049276,0.1833075767842795,0.5320388349514563,0.6014799107774752,11.335187457289315,46,195,0.6882706448310023,1.657910207999521,global224,17
16,0.1048336829299702,0.184249017861473,0.5155555555555555,0.6224157072765847,11.379712628321403,67,151,0.6896493078462811,1.65010304200041,global224,17
17,0.0990811956096538,0.1845026735169618,0.5285996055226825,0.6158039235714069,11.444035290940896,49,190,0.694832311787768,1.6237276659994675,global224,17
18,0.0942881212088508,0.1885177468218564,0.5010438413361169,0.6117689414503713,11.128127827864882,63,176,0.6905652390688919,1.6514109160016233,global224,17
19,0.09296199868204,0.1936353313327459,0.5207100591715976,0.6054580392826059,11.261680984542036,51,192,0.6884639344152315,1.6222817499983648,global224,17
20,0.0867882519152932,0.1951492227567165,0.4940239043824701,0.6011136935511487,10.951375979336188,59,195,0.6843191510248287,1.6907031670016297,global224,17
1,0.2256350050804678,0.1794286658796462,0.407158836689038,0.6031721898098562,10.103310264988943,92,173,0.6812085740863102,19.05699724999795,patch_only336,17
2,0.178100765197884,0.1690990241298989,0.5533769063180828,0.6267634678125282,11.80140374130611,56,149,0.7020818251029634,18.7619671249995,patch_only336,17
3,0.1636308186245029,0.1612604696679642,0.5773195876288659,0.6288587975671165,12.061783851959824,43,162,0.7203357555579625,18.72509737499786,patch_only336,17
4,0.153767127900967,0.166326114518186,0.5939675174013921,0.6457951271756759,12.39762644577068,55,120,0.7230604590368611,18.807637166999484,patch_only336,17
5,0.1457015100118572,0.1617255246692929,0.5903083700440529,0.6508282203847787,12.411365904288315,49,137,0.7325701808619286,18.954175458002283,patch_only336,17
6,0.138091748342447,0.1626039739634362,0.5622119815668203,0.6487800002073907,12.10991981774211,61,129,0.7352786246440409,18.755396584001577,patch_only336,17
7,0.1287598026107877,0.1655724594450388,0.6192468619246861,0.6514527178938093,12.706995798184956,35,147,0.7339073875905072,18.748628749999625,patch_only336,17
8,0.1209713193185807,0.167107855984415,0.5598086124401914,0.6547450400495975,12.145536524897889,66,118,0.7282819315620507,18.716730874999485,patch_only336,17
9,0.112497948985047,0.178561175276717,0.5591939546599496,0.6462293469313212,12.054233015912708,72,103,0.7283210258161632,18.64594712500184,patch_only336,17
10,0.1059744004507293,0.1832597986887312,0.5295404814004376,0.635373286282993,11.649137676834307,62,153,0.7197863427041952,18.47337837500163,patch_only336,17
11,0.0955692496741532,0.1934346592867034,0.5987780040733197,0.6525739558095002,12.5135195988282,36,161,0.7241567907461178,18.412522999999055,patch_only336,17
12,0.0891682769010912,0.201382001970847,0.5655172413793104,0.652690857149119,12.182080985284294,60,129,0.7165515515452358,18.143601709001818,patch_only336,17
13,0.0804948248741429,0.2148108753973418,0.5976470588235294,0.6618234230083169,12.594704818318462,56,115,0.7172057167078728,18.33563458300341,patch_only336,17
14,0.0724330340468663,0.2138481201382925,0.5701754385964912,0.6387171339213621,12.088925725178532,53,143,0.7073608707011985,18.215054167001657,patch_only336,17
15,0.0656125279400683,0.2335656377295729,0.5825242718446602,0.6611319096541578,12.436561814988178,63,109,0.7090508010448695,18.192754040999716,patch_only336,17
16,0.0593338035237633,0.2505032979069428,0.5631067961165048,0.6482006090917188,12.113074052082236,67,113,0.703082688135851,18.346954542001185,patch_only336,17
17,0.0528587374344841,0.2562600690864097,0.5707196029776674,0.654099145636055,12.248187486137226,68,105,0.6997537642272936,18.74710716700065,patch_only336,17
18,0.0474516844910952,0.284998957175146,0.575,0.66038634038006,12.3538634038006,68,102,0.6953935264638823,18.68473087500024,patch_only336,17
19,0.0448569406416131,0.2850548784734139,0.5700245700245701,0.6491378749574275,12.191624449819976,67,108,0.6887852799736999,18.337270290998276,patch_only336,17
20,0.0378390431381343,0.3128801383509528,0.5694760820045558,0.6387582040179344,12.082342860224902,58,131,0.6937750746515421,18.484813416998804,patch_only336,17
1,0.233444734246943,0.1909080117379771,0.4242424242424242,0.5197400554940231,9.439824797364473,43,337,0.6442162493977007,1.8133312499994645,global224,123
2,0.1931117135286331,0.1809722815909146,0.4563953488372093,0.5307657328066919,9.871610816439013,26,348,0.665906779037818,1.6699095410003792,global224,123
3,0.1814732140294856,0.1808504561406548,0.4771573604060913,0.5636922452530186,10.4084960565911,42,267,0.6791861339629549,1.6611353749976845,global224,123
4,0.173974137445863,0.177183966765718,0.4874791318864774,0.5662134905226,10.536926224090774,37,270,0.680718877402132,1.6816415829998732,global224,123
5,0.166841912881242,0.1748972676756741,0.4488330341113106,0.5802281024660508,10.290611365773614,58,249,0.6893925067354388,1.6746566670008178,global224,123
6,0.1602952716011963,0.175541465149639,0.4750430292598967,0.5694253173674748,10.444683466273714,45,260,0.6876536811587963,1.67351120800231,global224,123
7,0.1547410503622749,0.1735011731418605,0.4926590538336052,0.5725438259782437,10.65202879811849,32,279,0.6910645009176427,1.6637476659998356,global224,123
8,0.1500873453564044,0.1752643389900109,0.5027322404371585,0.5756995409746632,10.784317814118216,45,228,0.6901365942200618,1.6365049590021954,global224,123
9,0.1423258168285429,0.1733218978731951,0.4991023339317774,0.6005198547292946,10.99622188661072,44,235,0.6933331051724472,1.6181079170019077,global224,123
10,0.1381619989240044,0.1758128759938304,0.5018181818181818,0.5862785344931453,10.88096716311327,45,229,0.6931440703106642,1.7010399999999208,global224,123
11,0.1308848823915133,0.176234102417485,0.4982935153583617,0.5852073768131529,10.835008921715149,37,257,0.6909127269292027,1.6718665000007604,global224,123
12,0.1259023240177419,0.17621772673963,0.4929859719438877,0.6092977529513733,11.02283724895261,60,193,0.6934218245694059,1.662529249999352,global224,123
13,0.1204371852536944,0.1785797165527503,0.5139664804469274,0.6011741220067559,11.151406024536833,45,216,0.6885524952573545,1.6715812080001342,global224,123
14,0.1156276261393,0.183983757742778,0.5044091710758377,0.5999857357255346,11.043949068013724,40,241,0.6928522570056439,1.6744265419984004,global224,123
15,0.1097662657280867,0.1840156686324704,0.5074626865671642,0.5998045621883984,11.072672487555623,47,217,0.6889888375686386,1.6328329579991987,global224,123
16,0.1058951340395352,0.1897630387971715,0.5176908752327747,0.5986701067212268,11.163609819540014,44,215,0.690115152442496,1.6657578329977696,global224,123
17,0.1021118894504159,0.1899394651508605,0.5039370078740157,0.6078936078791639,11.118306157531796,55,197,0.6853573978984614,1.6800045839991071,global224,123
18,0.0963494278552956,0.1921242036338443,0.5088757396449705,0.5959538606832349,11.048296003282054,54,195,0.684173470991185,1.6579286249980214,global224,123
19,0.0925299800788076,0.1938129782739044,0.5263157894736842,0.6139903629064881,11.403061523801725,53,181,0.684809413497822,1.6479340000005325,global224,123
20,0.088143494002404,0.1976150095119885,0.508,0.6089488705077197,11.169488705077198,56,190,0.6833424740087615,1.6693729580001673,global224,123
1,0.2309597980804468,0.1925727942498658,0.4204204204204204,0.5002630996877461,9.206835201081663,43,343,0.6434890183117595,4.282820708000145,global224,42
2,0.1922360766402089,0.1836827945696759,0.4610591900311526,0.5506244094310788,10.116835994622315,35,311,0.6673502198443632,2.272425832999943,global224,42
3,0.1807744764704354,0.1859620049471136,0.4476190476190476,0.5371979961208545,9.848170437399022,42,306,0.67345027275891,2.042702000000645,global224,42
4,0.1738029364984073,0.1804904806938131,0.4432809773123909,0.5341522477534297,9.774332250658206,56,263,0.6791198875749436,2.7144643329993414,global224,42
5,0.1655781521098152,0.1765539014189812,0.4982578397212543,0.5780155685411873,10.762734082624416,40,248,0.689489961318691,2.7186064170000463,global224,42
6,0.1600255650079063,0.1769065249539818,0.4739495798319327,0.5732487110095005,10.471982908414333,42,271,0.6906030280948147,2.1627949590001663,global224,42
7,0.1532938747100181,0.1743388616826743,0.4916387959866221,0.5759943596198531,10.676331556064753,36,268,0.6931703235438894,1.6865649160008616,global224,42
8,0.148253605907188,0.1726755536905641,0.5027932960893855,0.6061026165029313,11.088959125923168,48,219,0.69837092498116,1.6930546250005136,global224,42
9,0.14065500757145,0.1741060071753408,0.5137614678899083,0.5961322937693307,11.09893761659239,43,222,0.6907271936984071,1.6785608749996754,global224,42
10,0.1377803759557726,0.1770847264194089,0.5050167224080268,0.5798993754010642,10.849160978090907,32,264,0.6964228327959128,1.719006207998973,global224,42
11,0.1316761988896818,0.1788762451963943,0.5295315682281059,0.5937532008228662,11.232847690509722,53,178,0.6917832438059524,1.6573890409999876,global224,42
12,0.1274537967722765,0.1757308591671568,0.5488565488565489,0.6069369346850495,11.557934835415985,51,166,0.695378303210491,1.655457333999948,global224,42
13,0.1200479400173531,0.1805267142887893,0.5135135135135135,0.5888427634224336,11.023562769359469,50,202,0.6917852574499213,1.647728375000952,global224,42
14,0.1153816422703066,0.1825456534718868,0.5,0.5931782664538329,10.931782664538328,41,243,0.6910194883633001,1.6368814170000403,global224,42
15,0.1106125312536486,0.1853035047884142,0.5285171102661597,0.595642644627711,11.241597548938708,44,204,0.6905357829847454,1.6430967500000406,global224,42
16,0.1052040674997717,0.1821568769079372,0.5487804878048781,0.6133662671438401,11.621467549487182,48,174,0.6935450662593641,1.6648869170003309,global224,42
17,0.0997698935281231,0.1879407809400408,0.5415860735009671,0.6056987202129804,11.472847937139472,43,194,0.6946562879489219,1.8560563329992872,global224,42
18,0.096046415373917,0.1897164325459731,0.5168141592920354,0.6026428993707632,11.194570586627988,37,236,0.6922733150745531,2.2157511660007003,global224,42
19,0.092282936509445,0.1854002368718261,0.5283757338551859,0.6184316250043869,11.468073588595724,48,193,0.6931515232680255,1.7185599589993217,global224,42
20,0.0886202462050693,0.1958613744995334,0.5296442687747036,0.6108950605589231,11.405393293336266,49,189,0.6844433917115734,1.7535628749992611,global224,42
