epoch,train_loss,seconds
1,0.21049868253307727,1.1152448330003608
2,0.17842754017268395,1.0119665829997757
3,0.16815983282161917,0.8627971659998366
4,0.15711699990271724,0.7977304999994885
5,0.14819059999194775,0.7534644590004973
