epoch,train_loss,seconds
1,0.21889469749036822,18.67622074999963
2,0.17312154708879843,18.33739804200013
3,0.16033744897145055,20.557394707997446
4,0.1518662165291237,22.42034166599842
5,0.14523863535453085,20.622269166997285
6,0.13695242226460333,18.556420124998112
