epoch,train_loss,seconds
1,0.21684959180550914,33.929877291000594
2,0.17317083687420118,21.61220045799928
3,0.15923976375287713,18.22402666599737
4,0.15072756499341428,17.836773166000057
5,0.14347081918150836,18.048870999999053
6,0.13600261044601064,18.253196499998012
